Temp,Dir,Pot1,Pot2
180,Up,-0.505,0.335
180,Up,-0.505,0.33
180,Up,-0.505,0.33
180,Up,-0.505,0.325
180,Up,-0.501,0.325
180,Up,-0.505,0.33
180,Up,-0.505,0.33
180,Up,-0.505,0.33
180,Up,-0.505,0.325
180,Up,-0.51,0.325
180,Up,-0.505,0.33
180,Up,-0.505,0.33
180,Up,-0.51,0.33
180,Up,-0.51,0.325
180,Up,-0.51,0.33
180,Up,-0.515,0.33
180,Up,-0.51,0.335
180,Up,-0.51,0.339
180,Up,-0.515,0.335
180,Up,-0.515,0.344
180,Up,-0.515,0.344
180,Up,-0.515,0.344
180,Up,-0.51,0.354
180,Up,-0.52,0.354
180,Up,-0.52,0.349
180,Up,-0.515,0.349
180,Up,-0.515,0.349
180,Up,-0.51,0.349
180,Up,-0.52,0.354
180,Up,-0.525,0.354
180,Up,-0.525,0.364
180,Up,-0.52,0.364
180,Up,-0.52,0.374
180,Up,-0.52,0.364
180,Up,-0.52,0.364
180,Up,-0.515,0.369
180,Up,-0.525,0.374
180,Up,-0.52,0.379
180,Up,-0.52,0.379
180,Up,-0.525,0.374
180,Up,-0.52,0.374
180,Up,-0.52,0.369
180,Up,-0.53,0.369
180,Up,-0.525,0.374
180,Up,-0.525,0.383
180,Up,-0.52,0.383
180,Up,-0.525,0.388
180,Up,-0.525,0.388
180,Up,-0.53,0.388
180,Up,-0.525,0.383
180,Up,-0.53,0.383
180,Up,-0.525,0.379
180,Up,-0.53,0.369
180,Up,-0.53,0.383
180,Up,-0.535,0.398
180,Up,-0.525,0.398
180,Up,-0.525,0.403
180,Up,-0.535,0.398
180,Up,-0.535,0.403
180,Up,-0.53,0.398
180,Up,-0.535,0.393
180,Up,-0.525,0.393
180,Up,-0.535,0.398
180,Up,-0.535,0.403
180,Up,-0.535,0.408
180,Up,-0.535,0.413
180,Up,-0.535,0.418
180,Up,-0.535,0.413
180,Up,-0.535,0.403
180,Up,-0.535,0.408
180,Up,-0.535,0.418
180,Up,-0.535,0.422
180,Up,-0.535,0.422
180,Up,-0.535,0.427
180,Up,-0.535,0.427
180,Up,-0.54,0.427
180,Up,-0.54,0.432
180,Up,-0.54,0.427
180,Up,-0.545,0.432
180,Up,-0.545,0.437
180,Up,-0.545,0.437
180,Up,-0.545,0.432
180,Up,-0.545,0.432
180,Up,-0.545,0.447
180,Up,-0.549,0.452
180,Up,-0.545,0.452
180,Up,-0.545,0.457
180,Up,-0.549,0.457
180,Up,-0.554,0.457
180,Up,-0.545,0.457
180,Up,-0.549,0.452
180,Up,-0.549,0.462
180,Up,-0.549,0.466
180,Up,-0.554,0.462
180,Up,-0.549,0.466
180,Up,-0.549,0.471
180,Up,-0.554,0.466
180,Up,-0.549,0.471
180,Up,-0.554,0.471
180,Up,-0.549,0.471
180,Up,-0.549,0.471
180,Up,-0.554,0.466
180,Up,-0.554,0.471
180,Up,-0.554,0.476
180,Up,-0.559,0.471
180,Up,-0.554,0.471
180,Up,-0.554,0.476
180,Up,-0.559,0.481
180,Up,-0.554,0.476
180,Up,-0.554,0.481
180,Up,-0.559,0.486
180,Up,-0.554,0.476
180,Up,-0.559,0.486
180,Up,-0.554,0.491
180,Up,-0.559,0.491
180,Up,-0.559,0.496
180,Up,-0.554,0.496
180,Up,-0.559,0.491
180,Up,-0.559,0.491
180,Up,-0.564,0.486
180,Up,-0.559,0.486
180,Up,-0.559,0.491
180,Up,-0.559,0.496
180,Up,-0.554,0.496
180,Up,-0.559,0.505
180,Up,-0.559,0.501
180,Up,-0.559,0.496
180,Up,-0.554,0.496
180,Up,-0.559,0.496
180,Up,-0.559,0.496
180,Up,-0.559,0.491
180,Up,-0.559,0.491
180,Up,-0.559,0.496
180,Up,-0.569,0.501
180,Up,-0.564,0.501
180,Up,-0.564,0.501
180,Up,-0.564,0.515
180,Up,-0.569,0.505
180,Up,-0.564,0.496
180,Up,-0.564,0.505
180,Up,-0.569,0.51
180,Up,-0.569,0.505
180,Up,-0.569,0.505
180,Up,-0.569,0.515
180,Up,-0.574,0.515
180,Up,-0.569,0.515
180,Up,-0.569,0.52
180,Up,-0.569,0.515
180,Up,-0.569,0.52
180,Up,-0.574,0.52
180,Up,-0.574,0.52
180,Up,-0.574,0.525
180,Up,-0.569,0.53
180,Up,-0.574,0.53
180,Up,-0.569,0.525
180,Up,-0.574,0.535
180,Up,-0.579,0.54
180,Up,-0.574,0.545
180,Up,-0.574,0.545
180,Up,-0.574,0.545
180,Up,-0.574,0.54
180,Up,-0.574,0.535
180,Up,-0.579,0.525
180,Up,-0.574,0.535
180,Up,-0.579,0.54
180,Up,-0.579,0.54
180,Up,-0.579,0.545
180,Up,-0.579,0.545
180,Up,-0.579,0.545
180,Up,-0.579,0.549
180,Up,-0.584,0.549
180,Up,-0.584,0.545
180,Up,-0.579,0.549
180,Up,-0.574,0.545
180,Up,-0.584,0.545
180,Up,-0.584,0.554
180,Up,-0.579,0.559
180,Up,-0.584,0.559
180,Up,-0.584,0.564
180,Up,-0.589,0.564
180,Up,-0.589,0.559
180,Up,-0.584,0.559
180,Up,-0.589,0.559
180,Up,-0.589,0.549
180,Up,-0.589,0.554
180,Up,-0.589,0.554
180,Up,-0.584,0.549
180,Up,-0.584,0.549
180,Up,-0.593,0.564
180,Up,-0.593,0.559
180,Up,-0.589,0.559
180,Up,-0.593,0.569
180,Up,-0.589,0.569
180,Up,-0.593,0.569
180,Up,-0.593,0.574
180,Up,-0.593,0.564
180,Up,-0.593,0.574
180,Up,-0.593,0.579
180,Up,-0.593,0.574
180,Up,-0.589,0.579
180,Up,-0.598,0.574
180,Up,-0.598,0.569
180,Up,-0.598,0.579
180,Up,-0.598,0.579
180,Up,-0.603,0.574
180,Up,-0.598,0.574
180,Up,-0.598,0.579
180,Up,-0.598,0.584
180,Up,-0.598,0.584
180,Up,-0.598,0.579
180,Up,-0.603,0.574
180,Up,-0.593,0.579
180,Up,-0.598,0.584
180,Up,-0.608,0.584
180,Up,-0.603,0.589
180,Up,-0.598,0.584
180,Up,-0.608,0.584
180,Up,-0.603,0.579
180,Up,-0.608,0.574
180,Up,-0.608,0.569
180,Up,-0.603,0.579
180,Up,-0.603,0.584
180,Up,-0.608,0.584
180,Up,-0.613,0.589
180,Up,-0.613,0.579
180,Up,-0.608,0.579
180,Up,-0.613,0.598
180,Up,-0.608,0.603
180,Up,-0.618,0.598
180,Up,-0.613,0.598
180,Up,-0.608,0.589
180,Up,-0.613,0.589
180,Up,-0.613,0.598
180,Up,-0.618,0.589
180,Up,-0.613,0.584
180,Up,-0.618,0.589
180,Up,-0.613,0.593
180,Up,-0.613,0.593
180,Up,-0.618,0.598
180,Up,-0.618,0.598
180,Up,-0.623,0.598
180,Up,-0.628,0.598
180,Up,-0.618,0.593
180,Up,-0.623,0.584
180,Up,-0.613,0.584
180,Up,-0.618,0.579
180,Up,-0.628,0.579
180,Up,-0.628,0.584
180,Up,-0.623,0.589
180,Up,-0.628,0.589
180,Up,-0.623,0.598
180,Up,-0.628,0.598
180,Up,-0.628,0.593
180,Up,-0.628,0.589
180,Up,-0.628,0.589
180,Up,-0.628,0.584
180,Up,-0.628,0.584
180,Up,-0.628,0.593
180,Up,-0.628,0.598
180,Up,-0.628,0.603
180,Up,-0.628,0.593
180,Up,-0.632,0.589
180,Up,-0.632,0.589
180,Up,-0.632,0.593
180,Up,-0.632,0.593
180,Up,-0.632,0.598
180,Up,-0.632,0.598
180,Up,-0.642,0.603
180,Up,-0.637,0.598
180,Up,-0.637,0.589
180,Up,-0.637,0.579
180,Up,-0.637,0.579
180,Up,-0.637,0.579
180,Up,-0.642,0.584
180,Up,-0.642,0.584
180,Up,-0.637,0.584
180,Up,-0.642,0.584
180,Up,-0.637,0.584
180,Up,-0.642,0.589
180,Up,-0.647,0.589
180,Up,-0.642,0.589
180,Up,-0.642,0.589
180,Up,-0.647,0.584
180,Up,-0.647,0.589
180,Up,-0.652,0.593
180,Up,-0.647,0.589
180,Up,-0.647,0.593
180,Up,-0.657,0.589
180,Up,-0.652,0.589
180,Up,-0.647,0.593
180,Up,-0.652,0.589
180,Up,-0.647,0.579
180,Up,-0.647,0.579
180,Up,-0.652,0.584
180,Up,-0.652,0.584
180,Up,-0.647,0.589
180,Up,-0.652,0.589
180,Up,-0.657,0.579
180,Up,-0.652,0.584
180,Up,-0.657,0.579
180,Up,-0.662,0.574
180,Up,-0.657,0.574
180,Up,-0.657,0.569
180,Up,-0.662,0.569
180,Up,-0.662,0.574
180,Up,-0.662,0.574
180,Up,-0.667,0.569
180,Up,-0.662,0.564
180,Up,-0.662,0.569
180,Up,-0.667,0.554
180,Up,-0.667,0.554
180,Up,-0.662,0.559
180,Up,-0.667,0.569
180,Up,-0.672,0.574
180,Up,-0.667,0.574
180,Up,-0.667,0.574
180,Up,-0.672,0.579
180,Up,-0.672,0.574
180,Up,-0.672,0.569
180,Up,-0.672,0.564
180,Up,-0.672,0.564
180,Up,-0.672,0.559
180,Up,-0.672,0.559
180,Up,-0.672,0.559
180,Up,-0.672,0.569
180,Up,-0.676,0.574
180,Up,-0.676,0.559
180,Up,-0.676,0.564
180,Up,-0.676,0.569
180,Up,-0.676,0.564
180,Up,-0.676,0.569
180,Up,-0.676,0.569
180,Up,-0.676,0.559
180,Up,-0.681,0.549
180,Up,-0.681,0.549
180,Up,-0.676,0.549
180,Up,-0.676,0.554
180,Up,-0.681,0.559
180,Up,-0.681,0.559
180,Up,-0.681,0.554
180,Up,-0.681,0.554
180,Up,-0.681,0.559
180,Up,-0.681,0.559
180,Up,-0.681,0.554
180,Up,-0.686,0.549
180,Up,-0.686,0.54
180,Up,-0.681,0.549
180,Up,-0.686,0.549
180,Up,-0.691,0.545
180,Up,-0.681,0.549
180,Up,-0.686,0.554
180,Up,-0.686,0.545
180,Up,-0.686,0.549
180,Up,-0.686,0.554
180,Up,-0.691,0.549
180,Up,-0.686,0.54
180,Up,-0.686,0.52
180,Up,-0.691,0.535
180,Up,-0.691,0.54
180,Up,-0.686,0.545
180,Up,-0.691,0.54
180,Up,-0.691,0.549
180,Up,-0.691,0.549
180,Up,-0.696,0.545
180,Up,-0.696,0.554
180,Up,-0.691,0.535
180,Up,-0.691,0.54
180,Up,-0.696,0.549
180,Up,-0.691,0.545
180,Up,-0.696,0.535
180,Up,-0.696,0.535
180,Up,-0.696,0.525
180,Up,-0.691,0.53
180,Up,-0.696,0.53
180,Up,-0.701,0.535
180,Up,-0.696,0.535
180,Up,-0.696,0.545
180,Up,-0.696,0.54
180,Up,-0.696,0.53
180,Up,-0.696,0.525
180,Up,-0.701,0.53
180,Up,-0.701,0.535
180,Up,-0.696,0.545
180,Up,-0.701,0.54
180,Up,-0.701,0.54
180,Up,-0.701,0.535
180,Up,-0.706,0.525
180,Up,-0.701,0.52
180,Up,-0.696,0.53
180,Up,-0.706,0.53
180,Up,-0.701,0.53
180,Up,-0.696,0.54
180,Up,-0.706,0.535
180,Up,-0.706,0.525
180,Up,-0.701,0.52
180,Up,-0.701,0.52
180,Up,-0.706,0.515
180,Up,-0.701,0.52
180,Up,-0.701,0.535
180,Up,-0.706,0.535
180,Up,-0.701,0.54
180,Up,-0.701,0.549
180,Up,-0.711,0.545
180,Up,-0.701,0.545
180,Up,-0.701,0.54
180,Up,-0.711,0.535
180,Up,-0.711,0.535
180,Up,-0.706,0.525
180,Up,-0.711,0.525
180,Up,-0.711,0.52
180,Up,-0.706,0.53
180,Up,-0.711,0.52
180,Up,-0.711,0.52
180,Up,-0.711,0.525
180,Up,-0.716,0.525
180,Up,-0.711,0.53
180,Up,-0.711,0.535
180,Up,-0.716,0.535
180,Up,-0.72,0.525
180,Up,-0.711,0.525
180,Up,-0.716,0.525
180,Up,-0.716,0.53
180,Up,-0.716,0.53
180,Up,-0.711,0.535
180,Up,-0.716,0.54
180,Up,-0.716,0.53
180,Up,-0.716,0.535
180,Up,-0.716,0.535
180,Up,-0.716,0.535
180,Up,-0.716,0.53
180,Up,-0.716,0.525
180,Up,-0.716,0.525
180,Up,-0.72,0.515
180,Up,-0.716,0.525
180,Up,-0.72,0.53
180,Up,-0.72,0.53
180,Up,-0.716,0.545
180,Up,-0.72,0.545
180,Up,-0.72,0.54
180,Up,-0.72,0.54
180,Up,-0.72,0.54
180,Up,-0.725,0.53
180,Up,-0.716,0.54
180,Up,-0.725,0.545
180,Up,-0.725,0.53
180,Up,-0.72,0.54
180,Up,-0.725,0.54
180,Up,-0.73,0.53
180,Up,-0.725,0.535
180,Up,-0.72,0.535
180,Up,-0.73,0.525
180,Up,-0.725,0.515
180,Up,-0.725,0.505
180,Up,-0.725,0.51
180,Up,-0.73,0.52
180,Up,-0.73,0.525
180,Up,-0.73,0.53
180,Up,-0.725,0.535
180,Up,-0.73,0.535
180,Up,-0.73,0.53
180,Up,-0.73,0.53
180,Up,-0.73,0.53
180,Up,-0.725,0.52
180,Up,-0.73,0.53
180,Up,-0.73,0.54
180,Up,-0.735,0.54
180,Up,-0.73,0.535
180,Up,-0.73,0.54
180,Up,-0.735,0.545
180,Up,-0.735,0.545
180,Up,-0.735,0.54
180,Up,-0.74,0.535
180,Up,-0.73,0.545
180,Up,-0.735,0.545
180,Up,-0.735,0.54
180,Up,-0.73,0.549
180,Up,-0.735,0.554
180,Up,-0.74,0.549
180,Up,-0.74,0.559
180,Up,-0.735,0.554
180,Up,-0.74,0.554
180,Up,-0.74,0.559
180,Up,-0.74,0.554
180,Up,-0.735,0.549
180,Up,-0.74,0.545
180,Up,-0.74,0.545
180,Up,-0.74,0.549
180,Up,-0.745,0.554
180,Up,-0.74,0.549
180,Up,-0.74,0.559
180,Up,-0.745,0.559
180,Up,-0.745,0.554
180,Up,-0.74,0.549
180,Up,-0.745,0.559
180,Up,-0.75,0.549
180,Up,-0.745,0.554
180,Up,-0.75,0.564
180,Up,-0.745,0.564
180,Up,-0.745,0.564
180,Up,-0.75,0.564
180,Up,-0.75,0.564
180,Up,-0.75,0.574
180,Up,-0.745,0.579
180,Up,-0.75,0.574
180,Up,-0.75,0.569
180,Up,-0.75,0.579
180,Up,-0.75,0.584
180,Up,-0.75,0.584
180,Up,-0.75,0.579
180,Up,-0.755,0.589
180,Up,-0.759,0.584
180,Up,-0.755,0.574
180,Up,-0.75,0.579
180,Up,-0.755,0.584
180,Up,-0.755,0.603
180,Up,-0.755,0.603
180,Up,-0.755,0.589
180,Up,-0.75,0.598
180,Up,-0.755,0.598
180,Up,-0.759,0.608
180,Up,-0.759,0.613
180,Up,-0.755,0.613
180,Up,-0.759,0.608
180,Up,-0.759,0.613
180,Up,-0.755,0.613
180,Up,-0.759,0.613
180,Up,-0.764,0.618
180,Up,-0.759,0.623
180,Up,-0.759,0.623
180,Up,-0.759,0.628
180,Up,-0.764,0.632
180,Up,-0.759,0.632
180,Up,-0.764,0.632
180,Up,-0.769,0.632
180,Up,-0.769,0.628
180,Up,-0.764,0.628
180,Up,-0.764,0.637
180,Up,-0.769,0.642
180,Up,-0.774,0.642
180,Up,-0.769,0.642
180,Up,-0.774,0.637
180,Up,-0.769,0.647
180,Up,-0.774,0.652
180,Up,-0.784,0.657
180,Up,-0.774,0.667
180,Up,-0.774,0.676
180,Up,-0.779,0.676
180,Up,-0.779,0.691
180,Up,-0.779,0.696
180,Up,-0.779,0.696
180,Up,-0.779,0.696
180,Up,-0.779,0.701
180,Up,-0.779,0.716
180,Up,-0.784,0.725
180,Up,-0.784,0.725
180,Up,-0.784,0.725
180,Up,-0.784,0.725
180,Up,-0.779,0.73
180,Up,-0.789,0.735
180,Up,-0.784,0.735
180,Up,-0.784,0.725
180,Up,-0.789,0.72
180,Up,-0.784,0.73
180,Up,-0.784,0.735
180,Up,-0.789,0.745
180,Up,-0.789,0.75
180,Up,-0.794,0.759
180,Up,-0.789,0.764
180,Up,-0.789,0.764
180,Up,-0.784,0.764
180,Up,-0.789,0.759
180,Up,-0.794,0.755
180,Up,-0.789,0.764
180,Up,-0.794,0.769
180,Up,-0.789,0.779
180,Up,-0.794,0.779
180,Up,-0.799,0.784
180,Up,-0.789,0.779
180,Up,-0.789,0.774
180,Up,-0.789,0.769
180,Up,-0.794,0.779
180,Up,-0.794,0.784
180,Up,-0.794,0.784
180,Up,-0.794,0.794
180,Up,-0.789,0.794
180,Up,-0.799,0.794
180,Up,-0.794,0.799
180,Up,-0.794,0.803
180,Up,-0.794,0.794
180,Up,-0.794,0.799
180,Up,-0.794,0.803
180,Up,-0.799,0.803
180,Up,-0.799,0.794
180,Up,-0.794,0.799
180,Up,-0.794,0.803
180,Up,-0.789,0.813
180,Up,-0.794,0.818
180,Up,-0.799,0.818
180,Up,-0.794,0.818
180,Up,-0.794,0.823
180,Up,-0.799,0.823
180,Up,-0.799,0.828
180,Up,-0.803,0.828
180,Up,-0.799,0.823
180,Up,-0.799,0.828
180,Up,-0.794,0.833
180,Up,-0.803,0.838
180,Up,-0.803,0.833
180,Up,-0.799,0.842
180,Up,-0.803,0.842
180,Up,-0.803,0.852
180,Up,-0.803,0.842
180,Up,-0.803,0.842
180,Up,-0.803,0.847
180,Up,-0.803,0.852
180,Up,-0.808,0.857
180,Up,-0.803,0.862
180,Up,-0.799,0.862
180,Up,-0.803,0.857
180,Up,-0.808,0.867
180,Up,-0.808,0.867
180,Up,-0.808,0.862
180,Up,-0.803,0.867
180,Up,-0.808,0.857
180,Up,-0.808,0.857
180,Up,-0.808,0.857
180,Up,-0.808,0.872
180,Up,-0.808,0.872
180,Up,-0.803,0.877
180,Up,-0.813,0.872
180,Up,-0.813,0.877
180,Up,-0.808,0.886
180,Up,-0.808,0.901
180,Up,-0.808,0.901
180,Up,-0.813,0.896
180,Up,-0.813,0.896
180,Up,-0.813,0.891
180,Up,-0.808,0.891
180,Up,-0.808,0.886
180,Up,-0.813,0.886
180,Up,-0.818,0.906
180,Up,-0.813,0.901
180,Up,-0.818,0.901
180,Up,-0.818,0.911
180,Up,-0.813,0.911
180,Up,-0.813,0.911
180,Up,-0.818,0.921
180,Up,-0.818,0.916
180,Up,-0.818,0.916
180,Up,-0.818,0.916
180,Up,-0.818,0.911
180,Up,-0.818,0.906
180,Up,-0.823,0.911
180,Up,-0.818,0.916
180,Up,-0.823,0.911
180,Up,-0.823,0.926
180,Up,-0.823,0.935
180,Up,-0.828,0.93
180,Up,-0.823,0.935
180,Up,-0.818,0.935
180,Up,-0.818,0.935
180,Up,-0.818,0.94
180,Up,-0.823,0.94
180,Up,-0.828,0.945
180,Up,-0.823,0.94
180,Up,-0.823,0.955
180,Up,-0.828,0.95
180,Up,-0.828,0.945
180,Up,-0.828,0.945
180,Up,-0.828,0.945
180,Up,-0.828,0.945
180,Up,-0.828,0.95
180,Up,-0.828,0.955
180,Up,-0.828,0.965
180,Up,-0.833,0.96
180,Up,-0.833,0.955
180,Up,-0.828,0.96
180,Up,-0.828,0.974
180,Up,-0.833,0.974
180,Up,-0.833,0.979
180,Up,-0.833,0.979
180,Up,-0.833,0.969
180,Up,-0.838,0.974
180,Up,-0.838,0.979
180,Up,-0.838,0.974
180,Up,-0.833,0.979
180,Up,-0.838,0.989
180,Up,-0.842,0.984
180,Up,-0.838,0.984
180,Up,-0.838,0.984
180,Up,-0.842,0.984
180,Up,-0.838,0.989
180,Up,-0.842,0.979
180,Up,-0.838,0.979
180,Up,-0.838,0.979
180,Up,-0.842,0.979
180,Up,-0.847,0.979
180,Up,-0.842,0.979
180,Up,-0.847,0.984
180,Up,-0.847,0.989
180,Up,-0.847,0.999
180,Up,-0.852,0.999
180,Up,-0.852,0.989
180,Up,-0.847,0.999
180,Up,-0.852,0.994
180,Up,-0.852,0.989
180,Up,-0.847,0.994
180,Up,-0.852,0.994
180,Up,-0.852,0.994
180,Up,-0.847,0.999
180,Up,-0.857,0.999
180,Up,-0.857,0.994
180,Up,-0.852,0.989
180,Up,-0.852,0.994
180,Up,-0.857,0.999
180,Up,-0.857,1.004
180,Up,-0.857,1.004
180,Up,-0.857,1.004
180,Up,-0.857,1.009
180,Up,-0.857,1.009
180,Up,-0.862,0.999
180,Up,-0.857,0.999
180,Up,-0.862,0.999
180,Up,-0.862,0.999
180,Up,-0.857,0.999
180,Up,-0.862,1.004
180,Up,-0.862,0.994
180,Up,-0.857,0.984
180,Up,-0.862,0.989
180,Up,-0.867,0.999
180,Up,-0.867,0.999
180,Up,-0.862,1.004
180,Up,-0.872,1.009
180,Up,-0.867,1.009
180,Up,-0.867,0.994
180,Up,-0.867,0.999
180,Up,-0.867,1.004
180,Up,-0.872,0.999
180,Up,-0.867,0.999
180,Up,-0.862,0.999
180,Up,-0.867,0.999
180,Up,-0.872,0.994
180,Up,-0.867,0.989
180,Up,-0.862,0.989
180,Up,-0.872,0.989
180,Up,-0.867,0.994
180,Up,-0.872,0.989
180,Up,-0.872,0.984
180,Up,-0.872,0.994
180,Up,-0.872,0.994
180,Up,-0.877,0.984
180,Up,-0.872,0.979
180,Up,-0.872,0.969
180,Up,-0.872,0.969
180,Up,-0.877,0.969
180,Up,-0.877,0.96
180,Up,-0.877,0.95
180,Up,-0.877,0.969
180,Up,-0.877,0.979
180,Up,-0.877,0.974
180,Up,-0.882,0.979
180,Up,-0.877,0.979
180,Up,-0.877,0.974
180,Up,-0.877,0.974
180,Up,-0.882,0.974
180,Up,-0.882,0.965
180,Up,-0.877,0.965
180,Up,-0.877,0.96
180,Up,-0.882,0.955
180,Up,-0.882,0.96
180,Up,-0.882,0.955
180,Up,-0.882,0.96
180,Up,-0.882,0.96
180,Up,-0.886,0.95
180,Up,-0.886,0.94
180,Up,-0.882,0.945
180,Up,-0.886,0.945
180,Up,-0.886,0.945
180,Up,-0.886,0.94
180,Up,-0.891,0.94
180,Up,-0.882,0.94
180,Up,-0.886,0.94
180,Up,-0.882,0.95
180,Up,-0.891,0.95
180,Up,-0.891,0.945
180,Up,-0.891,0.94
180,Up,-0.896,0.94
180,Up,-0.896,0.935
180,Up,-0.896,0.935
180,Up,-0.896,0.921
180,Up,-0.896,0.926
180,Up,-0.896,0.926
180,Up,-0.901,0.916
180,Up,-0.896,0.911
180,Up,-0.896,0.916
180,Up,-0.906,0.906
180,Up,-0.896,0.911
180,Up,-0.896,0.911
180,Up,-0.906,0.906
180,Up,-0.901,0.901
180,Up,-0.901,0.891
180,Up,-0.906,0.891
180,Up,-0.906,0.886
180,Up,-0.906,0.872
180,Up,-0.906,0.862
180,Up,-0.906,0.872
180,Up,-0.906,0.886
180,Up,-0.911,0.882
180,Up,-0.906,0.886
180,Up,-0.901,0.882
180,Up,-0.911,0.891
180,Up,-0.911,0.886
180,Up,-0.906,0.886
180,Up,-0.906,0.886
180,Up,-0.906,0.891
180,Up,-0.906,0.886
180,Up,-0.906,0.877
180,Up,-0.901,0.891
180,Up,-0.901,0.891
180,Up,-0.916,0.882
180,Up,-0.906,0.877
180,Up,-0.906,0.872
180,Up,-0.916,0.867
180,Up,-0.906,0.867
180,Up,-0.906,0.867
180,Up,-0.916,0.867
180,Up,-0.911,0.862
180,Up,-0.911,0.862
180,Up,-0.916,0.867
180,Up,-0.916,0.867
180,Up,-0.916,0.867
180,Up,-0.911,0.862
180,Up,-0.916,0.862
180,Up,-0.921,0.857
180,Up,-0.911,0.852
180,Up,-0.916,0.842
180,Up,-0.916,0.842
180,Up,-0.921,0.833
180,Up,-0.916,0.833
180,Up,-0.916,0.833
180,Up,-0.921,0.833
180,Up,-0.916,0.833
180,Up,-0.921,0.833
180,Up,-0.926,0.828
180,Up,-0.921,0.828
180,Up,-0.921,0.828
180,Up,-0.921,0.823
180,Up,-0.921,0.813
180,Up,-0.926,0.813
180,Up,-0.921,0.808
180,Up,-0.926,0.813
180,Up,-0.926,0.813
180,Up,-0.93,0.803
180,Up,-0.926,0.794
180,Up,-0.926,0.784
180,Up,-0.926,0.784
180,Up,-0.926,0.794
180,Up,-0.93,0.799
180,Up,-0.93,0.803
180,Up,-0.926,0.803
180,Up,-0.93,0.808
180,Up,-0.93,0.808
180,Up,-0.935,0.808
180,Up,-0.93,0.803
180,Up,-0.935,0.803
180,Up,-0.93,0.799
180,Up,-0.935,0.779
180,Up,-0.935,0.774
180,Up,-0.935,0.784
180,Up,-0.935,0.779
180,Up,-0.935,0.779
180,Up,-0.935,0.774
180,Up,-0.94,0.774
180,Up,-0.94,0.759
180,Up,-0.94,0.764
180,Up,-0.94,0.769
180,Up,-0.94,0.764
180,Up,-0.945,0.769
180,Up,-0.945,0.764
180,Up,-0.94,0.759
180,Up,-0.945,0.759
180,Up,-0.94,0.755
180,Up,-0.94,0.755
180,Up,-0.945,0.75
180,Up,-0.945,0.735
180,Up,-0.945,0.735
180,Up,-0.945,0.735
180,Up,-0.94,0.745
180,Up,-0.95,0.745
180,Up,-0.945,0.75
180,Up,-0.945,0.75
180,Up,-0.95,0.745
180,Up,-0.945,0.74
180,Up,-0.945,0.745
180,Up,-0.955,0.74
180,Up,-0.95,0.73
180,Up,-0.945,0.74
180,Up,-0.955,0.735
180,Up,-0.95,0.73
180,Up,-0.95,0.73
180,Up,-0.96,0.73
180,Up,-0.955,0.73
180,Up,-0.955,0.735
180,Up,-0.96,0.735
180,Up,-0.96,0.73
180,Up,-0.955,0.72
180,Up,-0.965,0.711
180,Up,-0.96,0.711
180,Up,-0.96,0.725
180,Up,-0.965,0.725
180,Up,-0.955,0.72
180,Up,-0.96,0.72
180,Up,-0.965,0.716
180,Up,-0.96,0.716
180,Up,-0.965,0.72
180,Up,-0.969,0.716
180,Up,-0.965,0.711
180,Up,-0.965,0.696
180,Up,-0.965,0.691
180,Up,-0.965,0.701
180,Up,-0.965,0.706
180,Up,-0.974,0.716
180,Up,-0.969,0.711
180,Up,-0.969,0.706
180,Up,-0.969,0.711
180,Up,-0.969,0.72
180,Up,-0.969,0.716
180,Up,-0.969,0.716
180,Up,-0.965,0.725
180,Up,-0.969,0.711
180,Up,-0.974,0.711
180,Up,-0.969,0.711
180,Up,-0.969,0.72
180,Up,-0.969,0.716
180,Up,-0.974,0.711
180,Up,-0.974,0.711
180,Up,-0.974,0.711
180,Up,-0.974,0.716
180,Up,-0.979,0.706
180,Up,-0.974,0.691
180,Up,-0.974,0.696
180,Up,-0.974,0.701
180,Up,-0.984,0.711
180,Up,-0.979,0.706
180,Up,-0.974,0.711
180,Up,-0.984,0.72
180,Up,-0.979,0.72
180,Up,-0.979,0.73
180,Up,-0.979,0.73
180,Up,-0.984,0.73
180,Up,-0.979,0.73
180,Up,-0.979,0.73
180,Up,-0.984,0.735
180,Up,-0.984,0.73
180,Up,-0.984,0.725
180,Up,-0.984,0.73
180,Up,-0.984,0.72
180,Up,-0.979,0.725
180,Up,-0.984,0.725
180,Up,-0.984,0.73
180,Up,-0.984,0.73
180,Up,-0.989,0.74
180,Up,-0.984,0.73
180,Up,-0.989,0.735
180,Up,-0.989,0.74
180,Up,-0.989,0.735
180,Up,-0.989,0.735
180,Up,-0.984,0.735
180,Up,-0.994,0.735
180,Up,-0.989,0.73
180,Up,-0.984,0.735
180,Up,-0.989,0.745
180,Up,-0.989,0.74
180,Up,-0.989,0.75
180,Up,-0.989,0.745
180,Up,-0.994,0.745
180,Up,-0.994,0.73
180,Up,-0.994,0.74
180,Up,-0.999,0.745
180,Up,-0.994,0.755
180,Up,-0.994,0.755
180,Up,-0.989,0.745
180,Up,-0.994,0.759
180,Up,-0.994,0.755
180,Up,-0.994,0.75
180,Up,-0.994,0.755
180,Up,-0.994,0.759
180,Up,-0.999,0.759
180,Up,-0.994,0.764
180,Up,-0.994,0.759
180,Up,-0.999,0.755
180,Up,-0.994,0.759
180,Up,-0.999,0.769
180,Up,-0.999,0.774
180,Up,-0.999,0.779
180,Up,-0.999,0.774
180,Up,-0.999,0.779
180,Up,-0.994,0.779
